username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
MarietteB562,2013,35,35,25-34,F,france,"{'Francaise': 4, 'Europeenne': 3, 'Mediterraneenne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Singapourienne': 1, 'Sarde': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Indienne': 1, 'Caraibes': 1}",4.26,3.97,3.92,3.57,3.67,0.0,2.0
MimiDudu74,2013,25,13,None,None,france,"{'Francaise': 7, 'Europeenne': 4, 'Saine': 3, 'Bar': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Tunisienne': 1, 'Sushi': 1, 'Suisse': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Indienne': 1}",3.76,2.97,3.01,2.8,1.98,0.1,1.82
Nicook,2010,31,13,None,None,None,"{'Francaise': 7, 'Japonaise': 4, 'Europeenne': 4, 'Asiatique': 4, 'Sushi': 3, 'Pakistanaise': 3, 'Indienne': 3, 'Chinoise': 3, 'Turque': 2, 'Restauration_rapide': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Vietnamienne': 1, 'Steakhouse': 1, 'Pub': 1, 'Marocaine': 1, 'Libanaise': 1, 'Grillades': 1, 'Fusion': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",3.78,3.86,3.8,3.8,1.81,0.02,1.62
euhjustme,2012,54,109,50-64,F,france,"{'Francaise': 16, 'Europeenne': 9, 'Indienne': 8, 'Chinoise': 7, 'Asiatique': 7, 'Restauration_rapide': 5, 'Vietnamienne': 4, 'Pakistanaise': 4, 'Japonaise': 4, 'Americaine': 4, 'Tunisienne': 3, 'Steakhouse': 3, 'Saine': 3, 'Mediterraneenne': 3, 'Marocaine': 3, 'Thai': 2, 'Sushi': 2, 'Bar': 2, 'Turque': 1, 'Pub': 1, 'Cafe': 1}",3.66,3.73,3.79,3.71,2.14,0.08,1.77
shandi74,2014,21,8,50-64,H,france,"{'Francaise': 8, 'Europeenne': 7, 'Restauration_rapide': 4, 'Turque': 3, 'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Italienne': 1, 'Bar': 1, 'Americaine': 1}",3.4,3.38,3.42,3.52,2.91,0.0,1.56
yohanberlioz1400,2008,57,42,25-34,H,france,"{'Europeenne': 3, 'Asiatique': 2, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Irlandaise': 1, 'Internationale': 1, 'Indienne': 1, 'Francaise': 1, 'Britannique': 1, 'Bar': 1, 'Americaine': 1}",3.91,4.16,3.91,3.82,3.12,0.0,2.0
Angiexpat,2015,110,38,18-24,F,france,"{'Francaise': 15, 'Europeenne': 9, 'Italienne': 4, 'Pizza': 3, 'Mediterraneenne': 2, 'Bar': 2, 'Suisse': 1, 'Steakhouse': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Fusion': 1, 'Diner': 1, 'Canadienne': 1, 'Cafe': 1, 'Asiatique': 1}",4.09,4.27,4.17,4.01,1.82,0.0,2.05
JeanMichelB81,2012,49,118,None,None,None,"{'Francaise': 7, 'Europeenne': 5, 'Asiatique': 5, 'Japonaise': 4, 'Chinoise': 4, 'Vietnamienne': 3, 'Thai': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Marocaine': 1, 'Grillades': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.66,3.65,3.65,3.56,1.6,0.0,1.81
janpinou e,2012,39,183,None,None,italie,"{'Francaise': 11, 'Europeenne': 10, 'Bar': 4, 'Suisse': 2, 'Italienne': 2, 'Traiteur': 1, 'Sushi': 1, 'Pub': 1, 'Portugaise': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Asiatique': 1}",3.91,3.64,3.6,3.47,2.83,0.0,1.85
alain237,2019,169,57,None,None,None,"{'Europeenne': 40, 'Francaise': 30, 'Suisse': 23, 'Italienne': 3, 'Internationale': 3, 'Europe_centrale': 3, 'Cafe': 3, 'Portugaise': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Moderne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Brasserie_gastronomique': 1}",4.12,3.94,3.86,3.62,2.02,0.14,2.26
albane20,2016,70,45,None,None,france,"{'Francaise': 11, 'Europeenne': 6, 'Indienne': 4, 'Pizza': 3, 'Pakistanaise': 3, 'Japonaise': 3, 'Italienne': 3, 'Asiatique': 3, 'Sushi': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Chinoise': 1}",4.1,4.26,4.2,4.05,3.02,0.0,1.86
coquillette74,2011,43,102,50-64,F,france,"{'Francaise': 14, 'Europeenne': 9, 'Saine': 3, 'Pub': 2, 'Brasserie_gastronomique': 2, 'Bar_a_bieres': 2, 'Bar': 2, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.06,4.19,4.03,3.9,3.34,0.0,1.94
Heloise74,2014,28,36,25-34,F,suisse,"{'Francaise': 9, 'Europeenne': 9, 'Bar': 3, 'Sushi': 2, 'Restauration_rapide': 2, 'Pub': 2, 'Italienne': 2, 'Bar_a_bieres': 2, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Pizza': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Americaine': 1}",3.64,3.9,3.73,3.62,2.31,0.0,1.8
pierrepB1853OZ,2016,220,100,None,None,france,"{'Europeenne': 45, 'Francaise': 39, 'Italienne': 29, 'Pizza': 19, 'Mediterraneenne': 19, 'Suisse': 7, 'Bar': 4, 'Americaine': 4, 'Steakhouse': 3, 'Japonaise': 3, 'Chinoise': 3, 'Asiatique': 3, 'Marocaine': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Internationale': 2, 'Vietnamienne': 1, 'Turque': 1, 'Tunisienne': 1, 'Toscane': 1, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Napolitaine': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Diner': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Amerique_centrale': 1}",3.64,3.73,3.67,3.54,2.75,0.04,1.95
travaillac,2010,61,48,65+,H,None,"{'Francaise': 10, 'Europeenne': 9, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Saine': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1, 'Amerique_centrale': 1, 'Americaine': 1}",3.86,3.94,3.98,3.76,3.15,0.11,2.02
Dutriev,2013,337,133,35-49,H,france,"{'Francaise': 53, 'Europeenne': 48, 'Italienne': 8, 'Asiatique': 8, 'Mediterraneenne': 7, 'Pizza': 6, 'Moderne': 5, 'Saine': 4, 'Chinoise': 4, 'Vietnamienne': 3, 'Thai': 3, 'Brasserie_gastronomique': 3, 'Suisse': 2, 'Japonaise': 2, 'Internationale': 2, 'Indienne': 2, 'Bar': 2, 'Toscane': 1, 'Sushi': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pakistanaise': 1, 'Libanaise': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Fusion': 1, 'Diner': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",4.05,4.06,4.07,3.84,3.2,0.11,2.1
stephrivoire,2016,40,19,None,None,france,"{'Francaise': 3, 'Pizza': 2, 'Italienne': 2, 'Suisse': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.09,3.98,3.96,4.04,3.91,0.0,1.39
Emilie7374,2020,1,1,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
jeyloul,2015,6,3,None,None,None,"{'Pizza': 3, 'Italienne': 3, 'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Sushi': 1}",2.6,3.3,3.3,3.3,0.7,0.0,1.2
ChristelleC138,2012,20,25,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
Choupie73,2019,1,1,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
yahoo1974,2019,2,2,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
jeremyw514,2014,51,36,None,None,france,"{'Restauration_rapide': 4, 'Francaise': 3, 'Americaine': 3, 'Bar': 2, 'Pub': 1, 'Pizza': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.36,4.38,4.38,4.38,1.98,0.18,1.54
fredv883,2017,9,7,None,None,france,"{'Francaise': 3, 'Suisse': 1, 'Japonaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.39,3.78,3.56,3.72,1.56,0.0,1.78
Over K,2018,7,7,None,None,None,"{'Italienne': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",3.83,2.58,2.79,2.54,2.58,0.0,1.83
N8980ZYjohnp,2016,4,4,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Portugaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.25,2.61,2.79,2.79,1.0,0.0,1.36
648emiliel,2010,4,12,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
Rustine74,2012,22,20,None,None,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Steakhouse': 1, 'Japonaise': 1}",3.9,3.95,3.95,3.75,2.75,0.0,1.9
Kimico1201,2014,376,137,25-34,F,suisse,"{'Europeenne': 27, 'Francaise': 26, 'Asiatique': 15, 'Suisse': 11, 'Bar': 11, 'Pizza': 7, 'Chinoise': 7, 'Pub': 6, 'Italienne': 6, 'Internationale': 6, 'Thai': 5, 'Japonaise': 4, 'Cafe': 4, 'Americaine': 4, 'Restauration_rapide': 3, 'Mediterraneenne': 3, 'Bar_a_vins': 3, 'Moderne': 2, 'Grillades': 2, 'Diner': 2, 'Vietnamienne': 1, 'Turque': 1, 'Tibetaine': 1, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Mexicaine': 1, 'Indienne': 1, 'Espagnole': 1, 'Coreenne': 1, 'Brasserie_gastronomique': 1}",3.74,3.52,3.47,3.29,1.99,0.02,1.86
Cydel,2013,64,26,None,None,france,"{'Francaise': 11, 'Europeenne': 10, 'Suisse': 3, 'Asiatique': 2, 'Steakhouse': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",4.04,4.13,4.05,3.81,3.33,0.15,2.13
Morgann74,2012,233,76,25-34,H,france,"{'Francaise': 6, 'Pizza': 3, 'Italienne': 3, 'Europeenne': 3, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Diner': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.67,3.73,3.86,3.73,2.33,0.0,1.64
Marc Tessier T,2018,298,188,65+,H,france,"{'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.38,3.88,3.88,3.69,3.69,0.0,1.69
veroniquetesauri,2017,12,4,50-64,F,suisse,"{'Europeenne': 4, 'Bar': 4, 'Asiatique': 4, 'Pub': 3, 'Chinoise': 3, 'Suisse': 2, 'Pizza': 2, 'Italienne': 2, 'Francaise': 2, 'Thai': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Indienne': 1}",3.79,3.35,3.41,3.24,1.92,0.0,1.74
MurielleG36,2012,4,6,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
JulienM2702,2014,1,2,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
bravajo,2014,2,2,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
bibiche7422,2014,5,14,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
missmymoa,2013,54,166,None,None,france,"{'Saine': 2, 'Mediterraneenne': 2, 'Marocaine': 2, 'Japonaise': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Sushi': 1, 'Indienne': 1, 'Cafe': 1}",4.0,4.26,4.18,3.92,1.36,0.0,1.88
paloma2000ch,2011,37,74,35-49,F,france,"{'Francaise': 4, 'Europeenne': 4, 'Bar': 2, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.52,3.58,3.73,3.44,2.83,0.0,1.54
Samir E,2016,28,14,None,None,None,"{'Japonaise': 2, 'Francaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Asiatique': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suedoise': 1, 'Suisse': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Africaine': 1}",3.12,3.17,3.22,3.44,0.95,0.0,1.37
JessicaJst,2017,5,2,None,None,None,"{'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Sushi': 1}",3.62,3.81,3.81,3.81,1.31,0.0,1.62
sjuliensimon222,2017,2,2,None,None,france,"{'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.38,3.75,3.75,3.75,2.62,0.0,1.25
CaroJames0214,2017,1,2,None,None,suisse,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
bonneval18,2008,115,187,50-64,F,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
christophepC4362UZ,2017,2,2,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
blackcy,2014,5,4,None,None,None,"{'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.25,3.75,3.5,3.75,1.75,0.0,1.5
Izeltor B,2016,10,4,None,None,None,"{'Japonaise': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1}",3.04,3.19,3.31,3.46,1.65,0.0,1.0
Brick D,2016,20,11,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
sgtl2016,2016,12,8,None,None,croatie,"{'Europeenne': 3, 'Suisse': 2, 'Japonaise': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Bar': 1}",3.82,3.8,3.92,3.78,3.3,0.0,1.45
guillaumer501,2012,44,22,None,None,None,"{'Francaise': 19, 'Europeenne': 18, 'Italienne': 14, 'Pizza': 12, 'Asiatique': 5, 'Mediterraneenne': 3, 'Japonaise': 3, 'Chinoise': 3, 'Suisse': 2, 'Restauration_rapide': 2, 'Vietnamienne': 1, 'Toscane': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Pub': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Fusion': 1, 'Bar': 1}",3.81,3.56,3.53,3.46,2.09,0.03,1.86
875damienw,2011,14,34,None,None,suisse,"{'Chinoise': 2, 'Asiatique': 2, 'Pizza': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1, 'Campanie': 1, 'Argentine': 1}",3.41,3.68,3.5,3.55,3.0,0.0,1.73
archs2015,2015,81,43,None,None,None,"{'Francaise': 12, 'Europeenne': 7, 'Pizza': 5, 'Italienne': 5, 'Restauration_rapide': 3, 'Turque': 2, 'Fusion': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.12,4.02,3.87,3.82,1.88,0.16,1.9
chris74250F,2016,83,46,25-34,H,france,"{'Europeenne': 15, 'Francaise': 12, 'Asiatique': 5, 'Japonaise': 4, 'Chinoise': 4, 'Suisse': 3, 'Vietnamienne': 2, 'Thai': 2, 'Sushi': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Grillades': 2, 'Tunisienne': 1, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Marocaine': 1, 'Indienne': 1, 'Europe_centrale': 1}",4.03,3.88,3.83,3.8,2.3,0.06,1.89
128j_r_mem,2015,16,13,None,None,suisse,"{'Europeenne': 4, 'Asiatique': 3, 'Thai': 2, 'Italienne': 2, 'Francaise': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Chinoise': 1}",3.98,4.11,4.03,3.89,3.87,0.0,2.06
Clock d,2013,62,18,None,None,None,"{'Asiatique': 31, 'Chinoise': 23, 'Japonaise': 14, 'Europeenne': 11, 'Vietnamienne': 10, 'Sushi': 6, 'Francaise': 6, 'Thai': 5, 'Steakhouse': 5, 'Soupes': 5, 'Turque': 4, 'Italienne': 4, 'Suisse': 3, 'Restauration_rapide': 3, 'Mediterraneenne': 3, 'Americaine': 3, 'Pizza': 2, 'Internationale': 2, 'Grillades': 2, 'Cafe': 2, 'Saine': 1, 'Libanaise': 1, 'Latino': 1, 'Indienne': 1, 'Bresilienne': 1, 'Bar': 1}",3.64,3.82,3.67,3.72,1.88,0.03,1.61
Patricia0512,2013,83,64,None,None,None,"{'Europeenne': 4, 'Japonaise': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Italienne': 1, 'Espagnole': 1}",4.05,4.18,4.1,4.1,2.34,0.0,1.58
caro-christophe60,2016,2,2,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
ionico89,2016,3,2,None,None,france,"{'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Sushi': 1}",3.8,3.9,3.9,3.9,0.7,0.0,1.8
najelle74,2016,1,1,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
Danny G,2016,1,2,None,None,suisse,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
Traces2p,2013,13,16,None,None,france,"{'Japonaise': 2, 'Asiatique': 2, 'Sushi': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1}",4.33,4.39,4.17,3.72,3.72,0.44,2.33
wonderfuldayy,2016,19,23,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
17fabriced,2014,38,26,None,None,suisse,"{'Francaise': 11, 'Europeenne': 9, 'Chinoise': 4, 'Asiatique': 4, 'Mediterraneenne': 3, 'Japonaise': 3, 'Italienne': 3, 'Bar': 3, 'Suisse': 2, 'Pub': 2, 'Pizza': 2, 'Indienne': 2, 'Vietnamienne': 1, 'Tunisienne': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Pakistanaise': 1, 'Marocaine': 1, 'Belge': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.42,3.21,3.21,3.3,2.59,0.04,1.61
Liliko_in_Geneva,2016,9,7,25-34,F,suisse,"{'Francaise': 2, 'Mediterraneenne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.1,3.4,3.33,3.33,2.43,0.0,1.33
mariesocca99,2016,19,16,None,None,france,"{'Francaise': 9, 'Europeenne': 5, 'Italienne': 2, 'Bar': 2, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.67,3.83,3.82,3.69,2.44,0.0,1.67
manuelb357,2015,5,5,None,None,france,"{'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",2.75,3.12,3.25,3.25,3.25,0.0,1.0
MikyMike741,2016,2,2,None,None,france,"{'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.33,3.83,3.83,3.5,1.17,0.0,1.67
joa270,2014,15,12,None,None,espagne,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
Cocktail98,2015,16,14,None,None,france,"{'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",2.67,2.92,3.0,3.17,2.17,0.0,1.0
FabriZio74130,2015,112,76,None,None,None,"{'Europeenne': 13, 'Francaise': 9, 'Suisse': 3, 'Japonaise': 2, 'Italienne': 2, 'Chinoise': 2, 'Cafe': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.07,3.68,3.6,3.46,2.17,0.13,1.72
ELISE B,2015,6,5,25-34,F,france,"{'Pizza': 3, 'Italienne': 3, 'Mediterraneenne': 2, 'Europeenne': 2, 'Tunisienne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.19,4.35,4.08,4.19,3.96,0.0,1.69
EvaZee,2015,45,30,None,None,france,"{'Francaise': 12, 'Europeenne': 11, 'Suisse': 4, 'Chinoise': 3, 'Asiatique': 3, 'Japonaise': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1}",4.14,4.25,4.21,4.05,1.8,0.2,2.21
FRANCK74420,2012,4,8,None,None,france,"{'Francaise': 2, 'Japonaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.82,4.14,3.86,4.0,4.0,0.27,1.64
Kimi777,2012,54,52,25-34,H,france,"{'Asiatique': 4, 'Japonaise': 3, 'Francaise': 3, 'Sushi': 2, 'Pizza': 2, 'Italienne': 2, 'Indienne': 2, 'Europeenne': 2, 'Saine': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Chinoise': 1}",4.05,4.18,4.17,3.95,3.29,0.24,2.07
jlaura1993,2015,4,5,None,None,france,"{'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",3.83,4.06,4.06,3.78,3.78,0.0,2.11
Byllie L,2015,1,1,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.0,3.5,3.5,3.5,3.5,0.0,1.0
974celinen,2009,113,56,None,None,suisse,"{'Francaise': 10, 'Europeenne': 10, 'Italienne': 3, 'Chinoise': 3, 'Vietnamienne': 2, 'Saine': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Sicilienne': 1, 'Romana': 1, 'Restauration_rapide': 1, 'Latium': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Americaine': 1}",4.03,3.88,3.91,3.68,2.18,0.06,1.96
Pierre206,2008,170,130,35-49,H,france,"{'Europeenne': 4, 'Suisse': 2, 'Francaise': 2, 'Japonaise': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.81,3.96,4.04,3.79,3.19,0.0,2.04
Metis74380,2012,49,72,None,None,france,"{'Francaise': 12, 'Europeenne': 11, 'Italienne': 3, 'Bar': 3, 'Traiteur': 2, 'Mediterraneenne': 2, 'Brasserie_gastronomique': 2, 'Toscane': 1, 'Sicilienne': 1, 'Romana': 1, 'Pub': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Latium': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.03,4.21,4.16,3.86,2.13,0.0,2.0
JoaoVP,2015,3,2,None,None,suisse,"{'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Sushi': 1}",3.5,3.75,3.75,3.75,1.75,0.0,1.5
432marcl,2014,201,92,35-49,H,france,"{'Francaise': 4, 'Europeenne': 4, 'Italienne': 3, 'Pub': 2, 'Mediterraneenne': 2, 'Indienne': 2, 'Turque': 1, 'Tunisienne': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Marocaine': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.69,3.84,3.89,3.76,2.96,0.0,1.81
Vmean,2014,28,11,None,None,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Chinoise': 4, 'Asiatique': 4, 'Francaise': 3, 'Steakhouse': 2, 'Italienne': 2, 'Pub': 1, 'Portugaise': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1}",3.6,3.24,3.12,3.07,3.03,0.0,1.78
